SYMBOL,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
LOVABLE.BO,Lovable Lingerie Limited,,,,,,,,,,
LOYALTEX.BO,Loyal Textile Mills Limited,,,,,,,,,,
LPDC.BO,Landmark Property Development Company Limited,,,,,,,,,,
LT.BO,Larsen & Toubro Limited,,,,,,,,,,
LTF.BO,L&T Finance Limited,,,,,,,,,,
LTFOODS.BO,LT Foods Limited,,,,,,,,,,
LTIM.BO,LTIMindtree Limited,,,,,,,,,,
LTTS.BO,L&T Technology Services Limited,,,,,,,,,,
LUMAXIND.BO,Lumax Industries Limited,,,,,,,,,,
LUMAXTECH.BO,Lumax Auto Technologies Limited,,,,,,,,,,
LUPIN.BO,Lupin Limited,,,,,,,,,,
LUXIND.BO,Lux Industries Limited,,,,,,,,,,
LXCHEM.BO,Laxmi Organic Industries Limited,,,,,,,,,,
LYKALABS.BO,Lyka Labs Limited,,,,,,,,,,
LYPSAGEMS.BO,Lypsa Gems & Jewellery Limited,,,,,,,,,,
M&M.BO,Mahindra & Mahindra Limited,,,,,,,,,,
M&MFIN.BO,Mahindra & Mahindra Financial Services Limited,,,,,,,,,,
MAANALU.BO,Maan Aluminium Limited,,,,,,,,,,
MACPOWER.BO,Macpower CNC Machines Limited,,,,,,,,,,
MADHAV.BO,Madhav Marbles and Granites Limited,,,,,,,,,,
MADHUCON.BO,Madhucon Projects Limited,,,,,,,,,,
MADRASFERT.BO,Madras Fertilizers Limited,,,,,,,,,,
MAGADSUGAR.BO,Magadh Sugar & Energy Limited,,,,,,,,,,
MAGNUM.BO,Magnum Ventures Limited,,,,,,,,,,
MAHABANK.BO,Bank of Maharashtra,,,,,,,,,,
MAHAPEXLTD.BO,Maha Rashtra Apex Corporation Limited,,,,,,,,,,
MAHASTEEL.BO,Mahamaya Steel Industries Limited,,,,,,,,,,
MAHEPC.BO,Mahindra EPC Irrigation Limited,,,,,,,,,,
MAHESHWARI.BO,Maheshwari Logistics Limited,,,,,,,,,,
MAHLIFE.BO,Mahindra Lifespace Developers Limited,,,,,,,,,,
MAHLOG.BO,Mahindra Logistics Limited,,,,,,,,,,
MAHSCOOTER.BO,Maharashtra Scooters Limited,,,,,,,,,,
MAHSEAMLES.BO,Maharashtra Seamless Limited,,,,,,,,,,
MAITHANALL.BO,Maithan Alloys Limited,,,,,,,,,,
MALLCOM.BO,Mallcom (India) Limited,,,,,,,,,,
MALUPAPER.BO,Malu Paper Mills Limited,,,,,,,,,,
MAMATA.BO,Mamata Machinery Limited,,,,,,,,,,
MANAKALUCO.BO,Manaksia Aluminium Company Limited,,,,,,,,,,
MANAKCOAT.BO,Manaksia Coated Metals & Industries Limited,,,,,,,,,,
MANAKSIA.BO,Manaksia Limited,,,,,,,,,,
MANAKSTEEL.BO,Manaksia Steels Limited,,,,,,,,,,
MANALIPETC.BO,Manali Petrochemicals Limited,,,,,,,,,,
MANAPPURAM.BO,Manappuram Finance Limited,,,,,,,,,,
MANBA.BO,Manba Finance Limited,,,,,,,,,,
MANCREDIT.BO,Mangal Credit and Fincorp Limited,,,,,,,,,,
MANGALAM.BO,Mangalam Drugs And Organics Limited,,,,,,,,,,
MANGCHEFER.BO,Mangalore Chemicals & Fertilizers Limited,,,,,,,,,,
MANGLMCEM.BO,Mangalam Cement Limited,,,,,,,,,,
MANINDS.BO,Man Industries (India) Limited,,,,,,,,,,
MANINFRA.BO,Man Infraconstruction Limited,,,,,,,,,,
MANKIND.BO,Mankind Pharma Limited,,,,,,,,,,
MANOMAY.BO,Manomay Tex India Limited,,,,,,,,,,
MANORAMA.BO,Manorama Industries Limited,,,,,,,,,,
MANORG.BO,Mangalam Organics Limited,,,,,,,,,,
MANUGRAPH.BO,Manugraph India Limited,,,,,,,,,,
MANYAVAR.BO,Vedant Fashions Limited,,,,,,,,,,
MAPMYINDIA.BO,C.E. Info Systems Limited,,,,,,,,,,
MARALOVER.BO,Maral Overseas Limited,,,,,,,,,,
MARATHON.BO,Marathon Nextgen Realty Limited,,,,,,,,,,
MARICO.BO,Marico Limited,,,,,,,,,,
MARINE.BO,Marine Electricals (India) Limited,,,,,,,,,,
MARKSANS.BO,Marksans Pharma Limited,,,,,,,,,,
MARUTI.BO,Maruti Suzuki India Limited,,,,,,,,,,
MASFIN.BO,MAS Financial Services Limited,,,,,,,,,,
MASKINVEST.BO,Mask Investments Limited,,,,,,,,,,
MASTEK.BO,Mastek Limited,,,,,,,,,,
MASTERTR.BO,Master Trust Limited,,,,,,,,,,
MATRIMONY.BO,Matrimony.Com Limited,,,,,,,,,,
MAWANASUG.BO,Mawana Sugars Limited,,,,,,,,,,
MAXESTATES.BO,Max Estates Limited,,,,,,,,,,
MAXHEALTH.BO,Max Healthcare Institute Limited,,,,,,,,,,
MAXIND.BO,Max India Limited,,,,,,,,,,
MAYURUNIQ.BO,Mayur Uniquoters Ltd,,,,,,,,,,
MAZDA.BO,Mazda Limited,,,,,,,,,,
MAZDOCK.BO,Mazagon Dock Shipbuilders Limited,,,,,,,,,,
MBAPL.BO,Madhya Bharat Agro Products Limited,,,,,,,,,,
MBEL.BO,M & B Engineering Limited,,,,,,,,,,
MBLINFRA.BO,MBL Infrastructure Limited,,,,,,,,,,
MCL.BO,Madhav Copper Limited,,,,,,,,,,
MCLEODRUSS.BO,Mcleod Russel India Limited,,,,,,,,,,
MCLOUD.BO,Magellanic Cloud Limited,,,,,,,,,,
MCX.BO,Multi Commodity Exchange of India Limited,,,,,,,,,,
MEDANTA.BO,Global Health Limited,,,,,,,,,,
MEDIASSIST.BO,Medi Assist Healthcare Services Limited,,,,,,,,,,
MEDICAMEQ.BO,Medicamen Biotech Limited,,,,,,,,,,
MEDICO.BO,Medico Remedies Limited,,,,,,,,,,
MEDPLUS.BO,Medplus Health Services Limited,,,,,,,,,,
MEGASOFT.BO,Megasoft Limited,,,,,,,,,,
MEGASTAR.BO,Megastar Foods Limited,,,,,,,,,,
MEIL.BO,Mangal Electrical Industries Limited,,,,,,,,,,
MENONBE.BO,Menon Bearings Limited,,,,,,,,,,
MEP.BO,MEP Infrastructure Developers Limited,,,,,,,,,,
METROBRAND.BO,Metro Brands Limited,,,,,,,,,,
METROPOLIS.BO,Metropolis Healthcare Limited,,,,,,,,,,
MFML.BO,Mahalaxmi Fabric Mills Limited,,,,,,,,,,
MFSL.BO,Max Financial Services Limited,,,,,,,,,,
MGEL.BO,Mangalam Global Enterprise Limited,,,,,,,,,,
MGL.BO,Mahanagar Gas Limited,,,,,,,,,,
MHLXMIRU.BO,Mahalaxmi Rubtech Limited,,,,,,,,,,
MHRIL.BO,Mahindra Holidays & Resorts India Limited,,,,,,,,,,
MICEL.BO,MIC Electronics Limited,,,,,,,,,,
MIDHANI.BO,Mishra Dhatu Nigam Limited,,,,,,,,,,
MINDACORP.BO,Minda Corporation Limited,,,,,,,,,,
MINDTECK.BO,Mindteck (India) Limited,,,,,,,,,,
MIRCELECTR.BO,MIRC Electronics Limited,,,,,,,,,,
MIRZAINT.BO,Mirza International Limited,,,,,,,,,,
MITCON.BO,MITCON Consultancy & Engineering Services Limited,,,,,,,,,,
MITTAL.BO,Mittal Life Style Limited,,,,,,,,,,
MKPL.BO,M K Proteins Limited,,,,,,,,,,
MMFL.BO,MM Forgings Limited,,,,,,,,,,
MMP.BO,MMP Industries Limited,,,,,,,,,,
MMTC.BO,MMTC Limited,,,,,,,,,,
MOBIKWIK.BO,One Mobikwik Systems Limited,,,,,,,,,,
MODIRUBBER.BO,Modi Rubber Limited,,,,,,,,,,
MODISONLTD.BO,MODISON LIMITED,,,,,,,,,,
MODTHREAD.BO,Modern Threads (India) Limited,,,,,,,,,,
MOHITIND.BO,Mohit Industries Limited,,,,,,,,,,
MOIL.BO,MOIL Limited,,,,,,,,,,
MOKSH.BO,Moksh Ornaments Limited,,,,,,,,,,
MOL.BO,Meghmani Organics Limited,,,,,,,,,,
MOLDTECH.BO,Mold-Tek Technologies Limited,,,,,,,,,,
MOLDTKPAC.BO,Mold-Tek Packaging Limited,,,,,,,,,,
MONARCH.BO,Monarch Networth Capital Limited,,,,,,,,,,
MONTECARLO.BO,Monte Carlo Fashions Limited,,,,,,,,,,
MORARJEE.BO,Morarjee Textiles Limited,,,,,,,,,,
MOREPENLAB.BO,Morepen Laboratories Limited,,,,,,,,,,
MOSCHIP.BO,Moschip Technologies Limited,,,,,,,,,,
MOTHERSON.BO,Samvardhana Motherson International Limited,,,,,,,,,,
MOTILALOFS.BO,Motilal Oswal Financial Services Limited,,,,,,,,,,
MOTISONS.BO,Motisons Jewellers Limited,,,,,,,,,,
MOTOGENFIN.BO,The Motor & General Finance Limited,,,,,,,,,,
MPHASIS.BO,MphasiS Limited,,,,,,,,,,
MPSLTD.BO,MPS Limited,,,,,,,,,,
MRF.BO,MRF Limited,,,,,,,,,,
MRPL.BO,Mangalore Refinery and Petrochemicals Limited,,,,,,,,,,
MSPL.BO,MSP Steel & Power Limited,,,,,,,,,,
MSTCLTD.BO,Mstc Limited,,,,,,,,,,
MSUMI.BO,Motherson Sumi Wiring India Limited,,,,,,,,,,
MTARTECH.BO,Mtar Technologies Limited,,,,,,,,,,
MTEDUCARE.BO,MT Educare Limited,,,,,,,,,,
MTNL.BO,Mahanagar Telephone Nigam Limited,,,,,,,,,,
MUFIN.BO,Mufin Green Finance Limited,,,,,,,,,,
MUFTI.BO,Credo Brands Marketing Limited,,,,,,,,,,
MUKANDLTD.BO,Mukand Limited,,,,,,,,,,
MUKKA.BO,Mukka Proteins Limited,,,,,,,,,,
MUKTAARTS.BO,Mukta Arts Limited,,,,,,,,,,
MUNJALAU.BO,Munjal Auto Industries Limited,,,,,,,,,,
MUNJALSHOW.BO,Munjal Showa Limited,,,,,,,,,,
MURUDCERA.BO,Murudeshwar Ceramics Limited,,,,,,,,,,
MUTHOOTCAP.BO,Muthoot Capital Services Limited,,,,,,,,,,
MUTHOOTFIN.BO,Muthoot Finance Limited,,,,,,,,,,
MUTHOOTMF.BO,Muthoot Microfin Limited,,,,,,,,,,
MVGJL.BO,Manoj Vaibhav Gems N Jewellers Limited,,,,,,,,,,
MWL.BO,Mangalam Worldwide Limited,,,,,,,,,,
NACLIND.BO,NACL Industries Limited,,,,,,,,,,
NAGAFERT.BO,Nagarjuna Fertilizers and Chemicals Limited,,,,,,,,,,
NAGREEKCAP.BO,Nagreeka Capital & Infrastructure Limited,,,,,,,,,,
NAGREEKEXP.BO,Nagreeka Exports Limited,,,,,,,,,,
NAHARCAP.BO,Nahar Capital and Financial Services Limited,,,,,,,,,,
NAHARINDUS.BO,Nahar Industrial Enterprises Limited,,,,,,,,,,
NAHARPOLY.BO,Nahar Poly Films Limited,,,,,,,,,,
NAHARSPING.BO,Nahar Spinning Mills Limited,,,,,,,,,,
NAM-INDIA.BO,Nippon Life India Asset Management Limited,,,,,,,,,,
NARMADA.BO,Narmada Agrobase Limited,,,,,,,,,,
NATCAPSUQ.BO,Natural Capsules Limited,,,,,,,,,,
NATCOPHARM.BO,Natco Pharma Limited,,,,,,,,,,
NATHBIOGEN.BO,Nath Bio-Genes (India) Limited,,,,,,,,,,
NATIONALUM.BO,National Aluminium Company Limited,,,,,,,,,,
NAUKRI.BO,Info Edge (India) Limited,,,,,,,,,,
NAVA.BO,NAVA LIMITED,,,,,,,,,,
NAVINFLUOR.BO,Navin Fluorine International Limited,,,,,,,,,,
NAVKARCORP.BO,Navkar Corporation Limited,,,,,,,,,,
NAVKARURB.BO,Navkar Urbanstructure Limited,,,,,,,,,,
NAVNETEDUL.BO,Navneet Education Limited,,,,,,,,,,
NAZARA.BO,Nazara Technologies Limited,,,,,,,,,,
NBCC.BO,NBCC (India) Limited,,,,,,,,,,
NBIFIN.BO,N. B. I. Industrial Finance Company Limited,,,,,,,,,,
NCC.BO,NCC Limited,,,,,,,,,,
NCLIND.BO,NCL Industries Limited,,,,,,,,,,
NDGL.BO,Naga Dhunseri Group Limited,,,,,,,,,,
NDL.BO,Nandan Denim Limited,,,,,,,,,,
NDLVENTURE.BO,NDL Ventures Limited,,,,,,,,,,
NDRAUTO.BO,Ndr Auto Components Limited,,,,,,,,,,
NDTV.BO,New Delhi Television Limited,,,,,,,,,,
NECCLTD.BO,North Eastern Carrying Corporation Limited,,,,,,,,,,
NECLIFE.BO,Nectar Lifesciences Limited,,,,,,,,,,
NELCAST.BO,Nelcast Limited,,,,,,,,,,
NELCO.BO,NELCO Limited,,,,,,,,,,
NEOGEN.BO,Neogen Chemicals Limited,,,,,,,,,,
NESCO.BO,Nesco Limited,,,,,,,,,,
NESTLEIND.BO,Nestle India Limited,,,,,,,,,,
NETWEB.BO,Netweb Technologies India Limited,,,,,,,,,,
NETWORK18.BO,Network18 Media & Investments Limited,,,,,,,,,,
NEULANDLAB.BO,Neuland Laboratories Limited,,,,,,,,,,
NEWGEN.BO,Newgen Software Technologies Limited,,,,,,,,,,
NEXTMEDIA.BO,Next Mediaworks Limited,,,,,,,,,,
NFL.BO,National Fertilizers Limited,,,,,,,,,,
NGIL.BO,Nakoda Group of Industries Limited,,,,,,,,,,
NGLFINE.BO,NGL Fine-Chem Limited,,,,,,,,,,
NH.BO,Narayana Hrudayalaya Ltd.,,,,,,,,,,
NHPC.BO,NHPC Limited,,,,,,,,,,
NIACL.BO,The New India Assurance Company Limited,,,,,,,,,,
NIBE.BO,NIBE Limited,,,,,,,,,,
NIBL.BO,NRB Industrial Bearings Limited,,,,,,,,,,
NIITLTD.BO,NIIT Limited,,,,,,,,,,
NIITMTS.BO,NIIT Learning Systems Limited,,,,,,,,,,
NILAINFRA.BO,Nila Infrastructures Limited,,,,,,,,,,
NILASPACES.BO,Nila Spaces Limited,,,,,,,,,,
NILKAMAL.BO,Nilkamal Limited,,,,,,,,,,
NINSYS.BO,NINtec Systems Limited,,,,,,,,,,
NIPPOBATRY.BO,Indo-National Limited,,,,,,,,,,
NIRAJ.BO,Niraj Cement Structurals Limited,,,,,,,,,,
NIRAJISPAT.BO,Niraj Ispat Industries Limited,,,,,,,,,,
NITCO.BO,Nitco Limited,,,,,,,,,,
NITINSPIN.BO,Nitin Spinners Limited,,,,,,,,,,
NITIRAJ.BO,Nitiraj Engineers Limited,,,,,,,,,,
NIVABUPA.BO,Niva Bupa Health Insurance Company Limited,,,,,,,,,,
NKIND.BO,NK Industries Limited,,,,,,,,,,
NLCINDIA.BO,NLC India Limited,,,,,,,,,,
NMDC.BO,NMDC Limited,,,,,,,,,,
NOCIL.BO,NOCIL Limited,,,,,,,,,,
NOIDATOLL.BO,Noida Toll Bridge Company Limited,,,,,,,,,,
NORBTEAEXP.BO,Norben Tea & Exports Limited,,,,,,,,,,
NORTHARC.BO,Northern Arc Capital Limited,,,,,,,,,,
NOVAAGRI.BO,Nova Agritech Limited,,,,,,,,,,
NPST.BO,Network People Services Technologies Limited,,,,,,,,,,
NRAIL.BO,N R Agarwal Industries Limited,,,,,,,,,,
NRBBEARING.BO,NRB Bearing Limited,,,,,,,,,,
NRL.BO,Nupur Recyclers Limited,,,,,,,,,,
NSIL.BO,Nalwa Sons Investments Limited,,,,,,,,,,
NSLNISP.BO,NMDC Steel Limited,,,,,,,,,,
NTPC.BO,NTPC Limited,,,,,,,,,,
NTPCGREEN.BO,NTPC Green Energy Limited,,,,,,,,,,
NUCLEUS.BO,Nucleus Software Exports Limited,,,,,,,,,,
NURECA.BO,Nureca Limited,,,,,,,,,,
NUVAMA.BO,Nuvama Wealth Management Limited,,,,,,,,,,
NUVOCO.BO,Nuvoco Vistas Corporation Limited,,,,,,,,,,
NYKAA.BO,FSN E-Commerce Ventures Limited,,,,,,,,,,
OAL.BO,Oriental Aromatics Limited,,,,,,,,,,
OBCL.BO,Orissa Bengal Carrier Limited,,,,,,,,,,
OBEROIRLTY.BO,Oberoi Realty Limited,,,,,,,,,,
OCCLLTD.BO,OCCL Limited,,,,,,,,,,
ODIGMA.BO,Odigma Consultancy Solutions Limited,,,,,,,,,,
OFSS.BO,Oracle Financial Services Software Limited,,,,,,,,,,
OIL.BO,Oil India Limited,,,,,,,,,,
OILCOUNTUB.BO,Oil Country Tubular Limited,,,,,,,,,,
OLAELEC.BO,Ola Electric Mobility Limited,,,,,,,,,,
OLECTRA.BO,Olectra Greentech Limited,,,,,,,,,,
OMAXAUTO.BO,Omax Autos Limited,,,,,,,,,,
OMAXE.BO,Omaxe Limited,,,,,,,,,,
OMINFRAL.BO,OM INFRA LIMITED,,,,,,,,,,
OMKARCHEM.BO,Omkar Speciality Chemicals Limited,,,,,,,,,,
ONELIFECAP.BO,Onelife Capital Advisors Limited,,,,,,,,,,
ONEPOINT.BO,One Point One Solutions Limited,,,,,,,,,,
ONESOURCE.BO,Onesource Specialty Pharma Limited,,,,,,,,,,
ONGC.BO,Oil & Natural Gas Corporation Limited,,,,,,,,,,
ONMOBILE.BO,OnMobile Global Limited,,,,,,,,,,
ONWARDTEC.BO,Onward Technologies Limited,,,,,,,,,,
OPTIEMUS.BO,Optiemus Infracom Limited,,,,,,,,,,
ORBTEXP.BO,Orbit Exports Limited,,,,,,,,,,
ORCHASP.BO,Orchasp Limited,,,,,,,,,,
ORCHPHARMA.BO,Orchid Pharma Limited,,,,,,,,,,
ORICONENT.BO,Oricon Enterprises Limited,,,,,,,,,,
ORIENTALTL.BO,Oriental Trimex Limited,,,,,,,,,,
ORIENTBELL.BO,Orient Bell Limited,,,,,,,,,,
ORIENTCEM.BO,Orient Cement Limited,,,,,,,,,,
ORIENTCER.BO,ORIENT CERATECH LIMITED,,,,,,,,,,
ORIENTELEC.BO,Orient Electric Limited,,,,,,,,,,
ORIENTHOT.BO,Oriental Hotels Limited,,,,,,,,,,
ORIENTLTD.BO,Orient Press Limited,,,,,,,,,,
ORIENTPPR.BO,Orient Paper & Industries Limited,,,,,,,,,,
ORIENTTECH.BO,Orient Technologies Limited,,,,,,,,,,
ORISSAMINE.BO,The Orissa Minerals Development Company Limited,,,,,,,,,,
ORTEL.BO,Ortel Communications Limited,,,,,,,,,,
ORTINGLOBE.BO,ORTIN GLOBAL LIMITED,,,,,,,,,,
OSIAHYPER.BO,Osia Hyper Retail Limited,,,,,,,,,,
OSWALAGRO.BO,Oswal Agro Mills Limited,,,,,,,,,,
OSWALGREEN.BO,Oswal Greentech Limited,,,,,,,,,,
OSWALPUMPS.BO,Oswal Pumps Limited,,,,,,,,,,
OSWALSEEDS.BO,ShreeOswal Seeds And Chemicals Limited,,,,,,,,,,
PAGEIND.BO,Page Industries Limited,,,,,,,,,,
PAISALO.BO,Paisalo Digital Limited,,,,,,,,,,
PAKKA.BO,PAKKA LIMITED,,,,,,,,,,
PALASHSECU.BO,Palash Securities Limited,,,,,,,,,,
PALREDTEC.BO,Palred Technologies Limited,,,,,,,,,,
PANACEABIO.BO,Panacea Biotec Limited,,,,,,,,,,
PANACHE.BO,Panache Digilife Limited,,,,,,,,,,
PANAMAPET.BO,Panama Petrochem Limited,,,,,,,,,,
PANSARI.BO,Pansari Developers Limited,,,,,,,,,,
PAR.BO,Par Drugs And Chemicals Limited,,,,,,,,,,
PARACABLES.BO,Paramount Communications Limited,,,,,,,,,,
PARADEEP.BO,Paradeep Phosphates Limited,,,,,,,,,,
PARAGMILK.BO,Parag Milk Foods Limited,,,,,,,,,,
PARAS.BO,Paras Defence and Space Technologies Limited,,,,,,,,,,
PARASPETRO.BO,Paras Petrofils Limited,,,,,,,,,,
PARKHOTELS.BO,Apeejay Surrendra Park Hotels Limited,,,,,,,,,,
PARSVNATH.BO,Parsvnath Developers Limited,,,,,,,,,,
PASHUPATI.BO,Pashupati Cotspin Limited,,,,,,,,,,
PASUPTAC.BO,Pasupati Acrylon Limited,,,,,,,,,,
PATANJALI.BO,Patanjali Foods Limited,,,,,,,,,,
PATELENG.BO,Patel Engineering Limited,,,,,,,,,,
PATELRMART.BO,Patel Retail Limited,,,,,,,,,,
PATINTLOG.BO,Patel Integrated Logistics Limited,,,,,,,,,,
PAVNAIND.BO,Pavna Industries Limited,,,,,,,,,,
PAYTM.BO,One 97 Communications Limited,,,,,,,,,,
PCBL.BO,PCBL Chemical Limited,,,,,,,,,,
PCJEWELLER.BO,PC Jeweller Limited,,,,,,,,,,
PDMJEPAPER.BO,Pudumjee Paper Products Limited,,,,,,,,,,
PDSL.BO,PDS Limited,,,,,,,,,,
PEARLPOLY.BO,Pearl Polymers Limited,,,,,,,,,,
PEL.BO,Piramal Enterprises Limited,,,,,,,,,,
PENIND.BO,Pennar Industries Limited,,,,,,,,,,
PENINLAND.BO,Peninsula Land Limited,,,,,,,,,,
PERSISTENT.BO,Persistent Systems Limited,,,,,,,,,,
PETRONET.BO,Petronet LNG Limited,,,,,,,,,,
PFC.BO,Power Finance Corporation Limited,,,,,,,,,,
PFIZER.BO,Pfizer Limited,,,,,,,,,,
PFOCUS.BO,Prime Focus Limited,,,,,,,,,,
PFS.BO,PTC India Financial Services Limited,,,,,,,,,,
PGEL.BO,PG Electroplast Limited,,,,,,,,,,
PGHH.BO,Procter & Gamble Hygiene and Health Care Limited,,,,,,,,,,
PGHL.BO,Procter & Gamble Health Limited,,,,,,,,,,
PGIL.BO,Pearl Global Industries Limited,,,,,,,,,,
PHOENIXLTD.BO,The Phoenix Mills Limited,,,,,,,,,,
PICCADIL.BO,Piccadily Agro Industries Limited,,,,,,,,,,
PIDILITIND.BO,Pidilite Industries Limited,,,,,,,,,,
PIGL.BO,Power & Instrumentation (Gujarat) Limited,,,,,,,,,,
PIIND.BO,PI Industries Limited,,,,,,,,,,
PILANIINVS.BO,Pilani Investment and Industries Corporation Limited,,,,,,,,,,
PILITA.BO,PIL ITALICA LIFESTYLE LIMITED,,,,,,,,,,
PIONEEREMB.BO,Pioneer Embroideries Limited,,,,,,,,,,
PITTIENG.BO,Pitti Engineering Limited,,,,,,,,,,
PIXTRANS.BO,Pix Transmissions Limited,,,,,,,,,,
PKTEA.BO,The Peria Karamalai Tea & Produce Company Limited,,,,,,,,,,
PLASTIBLEN.BO,Plastiblends India Limited,,,,,,,,,,
PLATIND.BO,Platinum Industries Limited,,,,,,,,,,
PLAZACABLE.BO,Plaza Wires Limited,,,,,,,,,,
PNB.BO,Punjab National Bank,,,,,,,,,,
PNBGILTS.BO,PNB Gilts Limited,,,,,,,,,,
PNBHOUSING.BO,PNB Housing Finance Limited,,,,,,,,,,
PNC.BO,Pritish Nandy Communications Limited,,,,,,,,,,
PNCINFRA.BO,PNC Infratech Limited,,,,,,,,,,
PNGJL.BO,P N Gadgil Jewellers Limited,,,,,,,,,,
POCL.BO,Pondy Oxides & Chemicals Limited,,,,,,,,,,
PODDARMENT.BO,Poddar Pigments Limited,,,,,,,,,,
POKARNA.BO,Pokarna Limited,,,,,,,,,,
POLICYBZR.BO,PB Fintech Limited,,,,,,,,,,
POLYCAB.BO,Polycab India Limited,,,,,,,,,,
POLYMED.BO,Poly Medicure Limited,,,,,,,,,,
POLYPLEX.BO,Polyplex Corporation Limited,,,,,,,,,,
PONNIERODE.BO,Ponni Sugars (Erode) Limited,,,,,,,,,,
POONAWALLA.BO,Poonawalla Fincorp Limited,,,,,,,,,,
POWERGRID.BO,Power Grid Corporation of India Limited,,,,,,,,,,
POWERINDIA.BO,Hitachi Energy India Limited,,,,,,,,,,
POWERMECH.BO,Power Mech Projects Limited,,,,,,,,,,
PPAP.BO,PPAP Automotive Limited,,,,,,,,,,
PPL.BO,Prakash Pipes Limited,,,,,,,,,,
PPLPHARMA.BO,Piramal Pharma Limited,,,,,,,,,,
PRABHA.BO,Prabha Energy Limited,,,,,,,,,,
PRAENG.BO,Prajay Engineers Syndicate Limited,,,,,,,,,,
PRAJIND.BO,Praj Industries Limited,,,,,,,,,,
PRAKASH.BO,Prakash Industries Limited,,,,,,,,,,
PRAKASHSTL.BO,Prakash Steelage Limited,,,,,,,,,,
PRAXIS.BO,Praxis Home Retail Limited,,,,,,,,,,
PRECAM.BO,Precision Camshafts Limited,,,,,,,,,,
PRECOT.BO,Precot Limited,,,,,,,,,,
PRECWIRE.BO,Precision Wires India Limited,,,,,,,,,,
PREMEXPLN.BO,Premier Explosives Limited,,,,,,,,,,
PREMIER.BO,Premier Limited,,,,,,,,,,
PREMIERENE.BO,Premier Energies Limited,,,,,,,,,,
PREMIERPOL.BO,Premier Polyfilm Limited,,,,,,,,,,
PRESTIGE.BO,Prestige Estates Projects Limited,,,,,,,,,,
PRICOLLTD.BO,Pricol Limited,,,,,,,,,,
PRIMESECU.BO,Prime Securities Limited,,,,,,,,,,
PRIMO.BO,Primo Chemicals Limited,,,,,,,,,,
PRINCEPIPE.BO,Prince Pipes And Fittings Limited,,,,,,,,,,
PRITI.BO,Priti International Limited,,,,,,,,,,
PRITIKAUTO.BO,Pritika Auto Industries Limited,,,,,,,,,,
PRIVISCL.BO,Privi Speciality Chemicals Limited,,,,,,,,,,
PROSTARM.BO,Prostarm Info Systems Limited,,,,,,,,,,
PROTEAN.BO,Protean eGov Technologies Limited,,,,,,,,,,
PROZONER.BO,Prozone Realty Limited,,,,,,,,,,
PRSMJOHNSN.BO,Prism Johnson Limited,,,,,,,,,,
PRUDENT.BO,Prudent Corporate Advisory Services Limited,,,,,,,,,,
PRUDMOULI.BO,Prudential Sugar Corporation Limited,,,,,,,,,,
PSB.BO,Punjab & Sind Bank,,,,,,,,,,
PSPPROJECT.BO,PSP Projects Limited,,,,,,,,,,
PTC.BO,PTC India Limited,,,,,,,,,,
PTCIL.BO,PTC Industries Limited,,,,,,,,,,
PTL.BO,PTL Enterprises Limited,,,,,,,,,,
PUNJABCHEM.BO,Punjab Chemicals & Crop Protection Limited,,,,,,,,,,
PURVA.BO,Puravankara Limited,,,,,,,,,,
PVP.BO,PVP Ventures Limited,,,,,,,,,,
PVRINOX.BO,PVR INOX Limited,,,,,,,,,,
PVSL.BO,Popular Vehicles and Services Limited,,,,,,,,,,
PYRAMID.BO,Pyramid Technoplast Limited,,,,,,,,,,
QPOWER.BO,Quality Power Electrical Equipments Limited,,,,,,,,,,
QUADFUTURE.BO,Quadrant Future Tek Limited,,,,,,,,,,
QUESS.BO,Quess Corp Limited,,,,,,,,,,
QUICKHEAL.BO,Quick Heal Technologies Limited,,,,,,,,,,
RACE.BO,Race Eco Chain Limited,,,,,,,,,,
RACLGEAR.BO,RACL Geartech Limited,,,,,,,,,,
RADAAN.BO,Radaan Mediaworks India Limited,,,,,,,,,,
RADHIKAJWE.BO,Radhika Jeweltech Limited,,,,,,,,,,
RADIANTCMS.BO,Radiant Cash Management Services Limited,,,,,,,,,,
RADICO.BO,Radico Khaitan Limited,,,,,,,,,,
RADIOCITY.BO,Music Broadcast Limited,,,,,,,,,,
RAILTEL.BO,Railtel Corporation Of India Limited,,,,,,,,,,
RAIN.BO,Rain Industries Limited,,,,,,,,,,
RAINBOW.BO,Rainbow Childrens Medicare Limited,,,,,,,,,,
RAJESHEXPO.BO,Rajesh Exports Limited,,,,,,,,,,
RAJMET.BO,Rajnandini Metal Limited,,,,,,,,,,
RAJOOENG.BO,Rajoo Engineers Limited,,,,,,,,,,
RAJRATAN.BO,Rajratan Global Wire Limited,,,,,,,,,,
RAJRILTD.BO,Raj Rayon Industries Limited,,,,,,,,,,
RAJSREESUG.BO,Rajshree Sugars & Chemicals Limited,,,,,,,,,,
RAJTV.BO,Raj Television Network Limited,,,,,,,,,,
RALLIS.BO,Rallis India Limited,,,,,,,,,,
RAMANEWS.BO,Shree Rama Newsprint Limited,,,,,,,,,,
RAMAPHO.BO,Rama Phosphates Limited,,,,,,,,,,
RAMASTEEL.BO,Rama Steel Tubes Limited,,,,,,,,,,
RAMCOCEM.BO,The Ramco Cements Limited,,,,,,,,,,
